"","�..Movie.Name","Release.Date","Opening.Day","Opening.Weekend","End.of.Week.1","Lifetime..India.Only..Net.Collection.Crores.in.Release.Year.","�..imdbId","Column1","releaseYear","releaseDate","genre","writers","actors","directors","sequel","FirstWeekIMDBRating"
"87","Big Brother","13-Apr-07","0.82","2.42","3.5","4.94","tt0476762","#N/A",2007,"01-Feb-07","Action | Crime","Guddu Dhanoa","Sunny Deol | Priyanka Chopra | Vikas Anand | Manoj Bhatia","Guddu Dhanoa","0",1
"88","Billu","13-02-2009","3.78","12.05","17.53","22.92","tt1230448","#N/A",2009,"13-Feb-09","Comedy | Drama","Manisha Korde (dialogue) | Priyadarshan (screenplay) | Mushtaq Sheikh (screenplay) | Sreenivasan (story)","Irrfan Khan | Shah Rukh Khan | Lara Dutta | Om Puri","Priyadarshan","0",2
"89","Bird Idol","23-04-2010","N.A.","N.A.","N.A.","0.29","tt1633171","#N/A",2010,"23-Apr-10","Animation","Dev Goel | Jyotin Goel","N/A","Jyotin Goel","0",1
"90","Bittoo Boss","13-Apr-12","0.4","1.3","1.9","2.12","tt2347289","#N/A",2012,"13-Apr-12","Romance","Supavitra Babul | Gautam Mehra","Pulkit Samrat | Rajesh Bakshi | Wamiqa Gabbi | Amita Pathak","Supavitra Babul","0",1
"91","Black","04-02-2005","1.03","3.43","6.47","23.19","tt0375611","#N/A",2005,"04-Feb-05","Drama","Sanjay Leela Bhansali (screenplay) | Bhavani Iyer (English dialogue) | Bhavani Iyer (screenplay) | Prakash Kapadia (screenplay)","Amitabh Bachchan | Rani Mukerji | Shernaz Patel | Ayesha Kapoor","Sanjay Leela Bhansali","0",4
"92","Blackmail","28-01-2005","0.81","2.13","3.1","4.14","tt0444769","#N/A",2005,"28-Jan-05","Action | Drama | Thriller","Robin Bhatt (story) | Javed Siddiqui (dialogue)","Ajay Devgn | Sunil Shetty | Priyanka Chopra | Dia Mirza","Anil Devgan","0",1
"93","Blood Money","30-Mar-12","1.84","5.69","9","9.05","tt2246595","#N/A",2012,"30-Mar-12","Action | Drama | Thriller","Vishal Mahadkar (story) | Sanjay Masoom (additional dialogue) | Upendra Sidhaye","Manish Chaudhary | Kunal Khemu | Amrita Puri | Teeshay Shah","Vishal Mahadkar","0",2
"94","Bloody Isshq","01-Mar-13","N.A.","N.A.","0.06","0.07","tt2404187","#N/A",2013,"01-Mar-13","Romance","Aroti Bhattacharya","Akash | Shilpa Anand | Karan Mehra | Tripta Parashar","Arup Dutta","0",1
"95","Blue","16-10-2009","5.83","18.07","29.72","38.55","tt1223922","#N/A",2009,"16-Oct-09","Action | Adventure | Romance","Anthony D'Souza | Mayur Puri (dialogue)","Akshay Kumar | Sanjay Dutt | Lara Dutta | Zayed Khan","Anthony D'Souza","0",2
"96","Bobby Jasoos","04-Jul-14","1.79","7.68","10.83","11.74","tt3359290","#N/A",2014,"04-Jul-14","Comedy | Drama | Thriller","Sanyukta Shaikh Chawla (screen play & dialogue by)","Vidya Balan | Ali Fazal | Mahima A | Abhishek C","Samar Shaikh","0",2
"97","Bodyguard","31-08-2011","21.6","88.75","115","148.86","tt1729637","#N/A",2011,"31-Aug-11","Romance","J.P. Chowksey (screenplay) | Kiran Kotrial (screenplay) | Siddique","Salman Khan | Kareena Kapoor | Raj Babbar | Asrani","Siddique","0",8
"98","Bol Bachchan","06-Jul-12","12.1","43.1","66.72","102.94","tt1728986","#N/A",2012,"06-Jul-12","Comedy","Farhad (dialogue) | Yunus Sajawal (screenplay) | Sajid (dialogue)","Ajay Devgn | Asin | Abhishek Bachchan | Prachi Desai","Rohit Shetty","0",6
"99","Bollywood Villa","11-Jul-14","N.A.","N.A.","N.A.","0.02","tt3748000","#N/A",2014,"11-Jul-14","Thriller","N/A","Sonam Arora | Arun Bakshi | Piyush Bhalodiya | Deepak Bhatia","Chandersen Singh","0",1
"100","Bombay Talkies","03-May-13","1.3","5.05","7.5","8.49","tt2797242","#N/A",2013,"03-May-13","Drama","N/A","Rani Mukerji | Randeep Hooda | Saqib Saleem | Nawazuddin Siddiqui","Zoya Akhtar | Dibakar Banerjee | Karan Johar | Anurag Kashyap","0",2
"101","Boom","19-09-2003","1.27","3.58","5.28","6.23","tt0330082","#N/A",2003,"19-Sep-03","Action | Crime | Mystery","Kaizad Gustad","Amitabh Bachchan | Jackie Shroff | Gulshan Grover | Padma Lakshmi","Kaizad Gustad","0",2
"102","Boss","16-Oct-13","12.75","40.75","45.55","54.15","tt2571140","#N/A",2013,"16-Oct-13","Action | Comedy | Drama","Siby K. Thomas (original story) | Udaykrishnan (original story) | Farhad | Sajid","Akshay Kumar | Shiv Pandit | Mithun Chakraborty | Ronit Roy","Anthony D'Souza","0",2
"103","Break Ke Baad","26-11-2010","3","10.5","15","17.64","tt1578261","#N/A",2010,"26-Nov-10","Comedy | Drama | Romance","Danish Aslam (story) | Vishal Dadlani (lyrics) | Prasoon Joshi (lyrics) | Renuka Kunzru (story)","Deepika Padukone | Imran Khan | Lillete Dubey | Shahana Goswami","Danish Aslam","0",2
"104","Bubble Gum","29-07-2011","0N.A","0N.A","0.11","0.16","tt2012576","#N/A",2011,"29-Jul-11","Drama","Rohit Gahlowt (dialogue writer)","Apoorva Arora | Apporva Arora | Tanvi Azmi | Delzad Hiwale","Sanjivan Lal","0",1
"105","Buddha Mar Gaya","17-Aug-07","0.62","1.94","2.73","2.95","tt1083447","#N/A",2007,"17-Aug-07","Comedy","Raju Saigal (story) | Anand Sivakumaran (screenplay)","Mona Ambegaonkar | Jitender Bhargava | Birbal | Heenaa Biswas","Rahul Rawail","0",2
"106","Bumboo","30-Mar-12","N.A.","N.A.","0.35","0.39","tt2265191","#N/A",2012,"30-Mar-12","Comedy","Kavin Dave | Jagdish Rajpurohit","Kavin Dave | Shailesh Hejmady | Bikramjeet Kanwarpal | Sumit Kaul","Jagdish Rajpurohit","0",1
"107","Bumm Bumm Bole","14-05-2010","N.A.","N.A.","N.A.","1.09","tt1629241","#N/A",2010,"14-May-10","Action | Drama | Thriller","Manisha Korde (screenplay) | Sameer (lyrics) | Irfan Siddiqui (lyrics) | Satish Mutatkar (lyrics)","Atul Kulkarni | Rituparna Sengupta | Darsheel Safary | Ziyah Vastani","Priyadarshan","0",1
"108","Bunty Aur Babli","27-05-2005","2.68","8.66","14.37","36.25","tt0448206","#N/A",2005,"27-May-05","Adventure | Comedy | Crime","Aditya Chopra (story) | Jaideep Sahni (screenplay) | Jaideep Sahni (dialogue)","Amitabh Bachchan | Rani Mukerji | Abhishek Bachchan | Kiran Juneja","Shaad Ali","0",7
"109","C Kkompany","29-Aug-08","0.73","2.28","3.14","3.49","tt1170399","#N/A",2008,"29-Aug-08","Comedy | Drama","Shabbir Ahmed (lyrics) | Anand Raj Anand (lyrics) | Sachin Yardi","Tusshar Kapoor | Anupam Kher | Rajpal Yadav | Raima Sen","Sachin Yardi","0",1
"110","Calcutta Mail","05-09-2003","0.45","1.29","1.95","2.59","tt0366276","#N/A",2003,"30-Jun-03","Thriller","Gunasekhar (story) | Sudhir Mishra (screenplay) | Ruchi Narain (screenplay) | Saurabh Shukla (dialogue) | Saurabh Shukla (screenplay)","Anil Kapoor | Rani Mukerji | Manisha Koirala | Satish Kaushik","Sudhir Mishra","0",1
"111","Cash","03-Aug-07","3.73","11.08","15.9","18.57","tt0872190","#N/A",2007,"03-Aug-07","Action | Drama | Thriller","Vishal Dadlani (lyrics) | Panchhi Jalonvi (lyrics) | Anubhav Sinha (dialogues) | Vinay (story) | Yash (story)","Ajay Devgn | Sunil Shetty | Zayed Khan | Ritesh Deshmukh","Anubhav Sinha","0",2
"112","Chaalis Chauraasi","13-Jan-12","N.A.","N.A.","2","2.58","tt2184125","#N/A",2012,"13-Jan-12","Comedy | Crime","N/A","Shweta Bhardwaj | Reetu Jain | Arbaaz Ali Khan | Ravi Kishan","Hriday Shetty","0",1
"113","Chaar Din Ki Chandni","09-Mar-12","N.A.","3.69","5.06","6.09","tt2191641","#N/A",2012,"09-Mar-12","Comedy | Romance","Nishant Hada (dialogue) | Nishant Hada (screenplay) | Amit Masurkar (dialogue) | Amit Masurkar (screenplay)","Rana Jung Bahadur | Mukul Dev | Harish | Farida Jalal","Samir Karnik","0",1
"114","Chaarfutiya Chhokare","26-Sep-14","0.04","0.1","0.21","0.21","tt3021244","#N/A",2014,"26-Sep-14","Drama | Thriller","Manish Harishankar","Soha Ali Khan | Zakir Hussain | Seema Biswas | Mukesh Tiwari","Manish Harishankar","0",1
"115","Chakradhaar","15-Jun-12","N.A.","N.A.","0.27","0.49","tt2207668","#N/A",2012,"15-Jun-12","Action","Dharam Prakash | Arsh Rana","Abishek Anand | Zakir Hussain | Darshan Jariwala | Vidya Malvade","Dharam Prakash | Shakur Sir","0",1
"116","Chakravyuh","24-Oct-12","0N.A","12.25","16.75","18.42","tt2292625","#N/A",2012,"24-Oct-12","Drama | Thriller | War","Prakash Jha | Sagar Pandya | Anjum Rajabali","Arjun Rampal | Abhay Deol | Manoj Bajpayee | Esha Gupta","Prakash Jha","0",2
"117","Chal Bhaag","13-Jun-14","0N.A","0N.A","0.05","0.07","tt3542028","#N/A",2014,"13-Jun-14","Comedy","Tarun Bajaj","Deepak Dobriyal | Keeya Khanna | Sanjay Mishra | Yashpal Sharma","Prakash Saini","0",1
"118","Chal Pichchur Banate Hain","07-Sep-12","N.A.","N.A.","0.06","0.07","tt2367056","#N/A",2012,"07-Sep-12","Drama","Pritish Chakraborty","Sagar Bhangade | Mukesh Bhatt | Vipul Bhatt | Manmeet Dhanjal","Pritish Chakraborty","0",1
"119","Challo Driver","20-Jul-12","N.A.","N.A.","0.05","0.06","tt2251552","#N/A",2012,"20-Jul-12","Comedy","Vickrant Mahajan","Vickrant Mahajan | Kainaz Motivala | Prem Chopra | Deepak Arora","Vickrant Mahajan","0",1
"120","Chalo Dilli","29-04-2011","N.A.","3.88","6.22","6.48","tt1884268","#N/A",2011,"29-Apr-11","Comedy | Drama","Shabbir Ahmed (lyrics) | Anand Raj Anand (lyrics) | Krishika Lulla (lyrics) | Manthan (lyrics) | Nisha Mascarenhas (lyrics) | Arshad Sayed","Vinay Pathak | Lara Dutta | Yana Gupta | Akshay Kumar","Shashant Shah","0",3
"121","Chalte Chalte","13-06-2003","1.5","4.52","8.23","19.44","tt0346723","#N/A",2003,"13-Jun-03","Drama | Romance","Aziz Mirza (story) | Robin Bhatt (story) | Aziz Mirza (screenplay) | Robin Bhatt (screenplay) | Pramod Sharma (dialogue) | Ashish Kariya (dialogue) | Rumi Jaffery (dialogue)","Shah Rukh Khan | Rani Mukerji | Jas Arora | Satish Shah","Aziz Mirza","0",6
"122","Chance Pe Dance","15-01-2010","N.A.","6","9.55","20.62","tt1392744","#N/A",2010,"15-Jan-10","Comedy | Drama | Romance","Nupur Asthana (screenplay) | Manu Rishi Chadha (additional dialogue) | Ken Ghosh (screenplay) | Kiran Kotrial (dialogues) | Irfan Siddiqui (lyrics)","Shahid Kapoor | Genelia D'Souza | Mohnish Bahl | Satish Shah","Ken Ghosh","0",2
"123","Chandni Bar","28-Sep-01","0.16","0.63","1.14","4.09","tt0267363","#N/A",2001,"28-Sep-01","Crime | Drama","Mohan Azaad (dialogue) | Mohan Azaad (screenplay) | Madhur Bhandarkar | Masud Mirza (dialogue)","Tabu | Atul Kulkarni | Rajpal Yadav | Shri Vallabh Vyas","Madhur Bhandarkar","0",5
"124","Chargesheet","30-09-2011","N.A.","N.A.","0.02","0.03","tt1368453","#N/A",2011,"30-Sep-11","Drama | Thriller","N/A","Dev Anand | Divya Dutta | Devshi Khanduri | Hansal Mehta","Dev Anand","0",1
"125","Chase","29-04-2010","N.A.","N.A.","N.A.","0.35","tt1594964","#N/A",2010,"30-Apr-10","Action | Crime | Drama","Abhiram Bhadkamkar (additional screenplay & dialogue) | Tanveer Khan (script)","Anuj Saxena | Udita Goswami | Tarina Patel | Sameer Kochhar","Jag Mundhra","0",1
"126","Chatur Singh Two Star","19-08-2011","N.A.","1.61","2.6","3.26","tt1363363","#N/A",2011,"19-Aug-11","Action | Adventure | Comedy","Rumi Jaffery (screenplay) | Sai Kabir (dialogue)","Sanjay Dutt | Ameesha Patel | Anupam Kher | Satish Kaushik","Ajay Chandhok","0",1
"127","Cheeni Kum","25-May-07","1","3.97","6.75","17.3","tt0976026","#N/A",2007,"25-May-07","Comedy | Romance","R. Balki | Manoj Tapadia","Amitabh Bachchan | Tabu | Paresh Rawal | Zohra Segal","R. Balki","0",5
"128","Chennai Express","09-Aug-13","33.12","100.42","156.7","227.13","tt2112124","#N/A",2013,"08-Aug-13","Action | Comedy | Romance","K. Subhash (story) | Yunus Sajawal (screenplay) | Robin Bhatt (additional screenplay) | Farhad (dialogue) | Sajid (dialogue)","Deepika Padukone | Shah Rukh Khan | Satyaraj | Nikitin Dheer","Rohit Shetty","0",8
"129","Chhodo Kal Ki Baatein","12-Apr-12","0N.A","0N.A","0.04","0.12","tt2343417","#N/A",2012,"12-Apr-12","Drama","Pramod Joshi (dialogue) | Pramod Joshi (screenplay) | Raz Kazi (dialogue) | Raz Kazi (screenplay)","Barkha Bisht | Balaji Iyer | Raghavendra Kadkol | Sachin Khedekar","Pramod Joshi","0",1
"130","Children of War","16-May-14","0N.A","0N.A","0.61","0.62","tt3369670","#N/A",2014,"16-May-14","Drama | History | War","Mrityunjay Devvrat | Asad Hussain","Farooq Shaikh | Victor Banerjee | Pavan Malhotra | Indraneil Sengupta","Mrityunjay Devvrat","0",1
"131","Chillar Party","08-07-2011","0.45","3.15","5.1","6.55","tt1841542","#N/A",2011,"08-Jul-11","Comedy | Drama | Family","Vikas Bahl (screenplay) | Vijay Maurya | Nitesh Tiwari","Aarav Khanna | Chinmai Chandranshuh | Divji Handa | Irfan Khan","Vikas Bahl | Nitesh Tiwari","0",2
"132","Chittagong","12-Oct-12","0N.A","0N.A","0.15","0.19","tt1785333","#N/A",2012,"12-Oct-12","Action | Drama | War","Bedabrata Pain | Shonali Bose","Manoj Bajpayee | Barry John | Delzad Hiwale | Vega Tamotia","Bedabrata Pain","0",1
"133","Chori Chori","01-08-2003","0.48","1.42","2.23","3.15","tt0326805","#N/A",2003,"01-Aug-03","Comedy | Romance | Musical","N/A","Ajay Devgn | Sonali Bendre | Rani Mukerji | Kamini Kaushal","Milan Luthria","0",1
"134","Chori Chori Chupke Chupke","09-Mar-01","1.14","3.48","6.5","18.35","tt0256692","#N/A",2001,"09-Mar-01","Drama | Musical | Romance","Shyam Goel (screenplay) | Javed Siddiqui (dialogue) | Neeraj Vora (story)","Preity Zinta | Salman Khan | Rani Mukerji | Amrish Puri","Abbas Alibhai Burmawalla | Mastan Alibhai Burmawalla","0",5
"135","Chup Chup Ke","09-Jun-06","1.28","4.18","7.08","13.75","tt0464160","#N/A",2006,"09-Jun-06","Comedy | Drama | Romance","Priyadarshan (story) | Neeraj Vora (dialogue)","Kareena Kapoor | Shahid Kapoor | Paresh Rawal | Neha Dhupia","Priyadarshan | Kookie V. Gulati","0",4
"136","Chura Liyaa Hai Tumne","21-03-2003","0.41","1.18","1.93","3.1","tt0345043","#N/A",2003,"21-Mar-03","Action | Drama | Mystery","Venita Coelho (screenplay) | Sanjay Masoom (additional dialogue) | Vibha Singh (dialogue)","Zayed Khan | Esha Deol | Gulshan Grover | Rakhi Sawant","Sangeeth Sivan","0",1
"137","Cigarette Ki Tarah","14-Dec-12","N.A.","N.A.","0.11","0.12","tt2346744","#N/A",2012,"14-Dec-12","Romance | Thriller","Pradip Atluri | Bobby Khan","Ashok Banthia | Sudesh Berry | Yuvika Chaudhry | Prashant Narayanan","Akashaditya Lama","0",1
"138","Click","19-02-2010","N.A.","N.A.","N.A.","2.46","tt1596723","#N/A",2010,"19-Feb-10","Drama | Fantasy | Mystery","Sameer Arora (dialogue) | Vivek Buddhakoti (dialogue) | Harish Nayar (story)","Shreyas Talpade | Sada | Sneha Ullal | Rehan Khan","Sangeeth Sivan","0",1
"139","Club 60","06-Dec-13","N.A.","N.A.","0.32","0.42","tt2361148","#N/A",2013,"06-Dec-13","Drama","Sanjay Tripathy","Farooq Shaikh | Sarika | Raghuvir Yadav | Satish Shah","Sanjay Tripathy","0",1
"140","Cocktail","13-Jul-12","11","36","54","71","tt2168910","#N/A",2012,"13-Jul-12","Comedy | Drama | Romance","Imtiaz Ali | Sajid Ali","Deepika Padukone | Saif Ali Khan | Randeep Hooda | Boman Irani","Homi Adajania","0",6
"141","Company","12-Apr-02","1.18","3.47","6.01","13.83","tt0296574","#N/A",2002,"15-Apr-02","Action | Crime | Thriller","Jaideep Sahni","Ajay Devgn | Mohanlal | Manisha Koirala | Seema Biswas","Ram Gopal Varma","0",4
"142","Contract","18-Jul-08","0.58","1.9","2.54","2.66","tt1242843","#N/A",2008,"18-Jul-08","Action | Crime | Drama","Mehboob (lyrics) | Prashant Pandey (story)","David Bueno | Vibha Cheebur | Raaj Gopal | Sakshi Gulati","Ram Gopal Varma","0",2
"143","Corporate","07-Jul-06","1.17","3.69","5.89","10.32","tt0488381","#N/A",2006,"07-Jul-06","Drama","Madhur Bhandarkar (screenplay) | Ajay Monga (screenplay) | Sandeep Nath (lyrics) | Niranjan Patwardhan (additional screenplay) | Manoj Tyagi (screenplay)","Bipasha Basu | Kay Kay Menon | Raj Babbar | Rajat Kapoor","Madhur Bhandarkar","0",4
"144","Creature","12-Sep-14","3.24","11.36","17.7","17.7","tt3619854","#N/A",2014,"12-Sep-14","Horror | Sci-Fi","Vikram Bhatt (story) | Vikram Bhatt (screenplay) | Sukhmani Sadana (screenplay) | Girish Dhamija (dialogue)","Bipasha Basu | Imran Abbas | Mukul Dev | Deepraj Rana","Vikram Bhatt","0",2
"145","Cycle Kick","17-06-2011","N.A.","N.A.","0.02","0.04","tt1999857","#N/A",2011,"17-Jun-11","Drama | Sport","Shashi Sudigala","Nishan Nanaiah | Sunny Hinduja | Girija Oak | Ishita Sharma","Shashi Sudigala","0",1
"146","Daawat-e-Ishq","19-Sep-14","3.72","13.6","20.43","25.5","tt3398052","#N/A",2014,"19-Sep-14","Comedy | Drama | Romance","Habib Faisal | Jyoti Kapoor","Aditya Roy Kapoor | Parineeti Chopra | Anupam Kher","Habib Faisal","0",2
"147","Daayen Ya Baayen","29-10-2010","N.A.","N.A.","N.A.","0.04","tt1668078","#N/A",2010,"29-Oct-10","Comedy | Drama | Family","Bela Negi","Deepak Dobriyal | Manav Kaul | Badrul Islam | Bharti Bhatt","Bela Negi","0",1
"148","Dabangg","10-09-2010","14.5","48.5","81","138.88","tt1620719","#N/A",2010,"10-Sep-10","Action | Comedy | Crime","Dilip Shukla | Abhinav Kashyap","Salman Khan | Sonakshi Sinha | Vinod Khanna | Dimple Kapadia","Abhinav Kashyap","0",8
"149","Dabangg 2","21-Dec-12","21.1","65","106.78","155","tt2112131","#N/A",2012,"21-Dec-12","Action | Comedy | Drama","Dilip Shukla","Salman Khan | Sonakshi Sinha | Prakash Raj | Vinod Khanna","Arbaaz Khan","1",8
"150","Damadamm!","27-10-2011","N.A.","N.A.","0.86","1.07","tt1503640","#N/A",2011,"27-Oct-11","Comedy | Drama | Romance","Himesh Reshammiya (story) | Subrat Sinha (screenplay)","Himesh Reshammiya | Sonal Sehgal | Purbi Joshi | Rajesh Khattar","Swapna Joshi","0",1
"151","Darna Mana Hai","25-07-2003","0.86","2.52","3.84","5.15","tt0349333","#N/A",2003,"25-Jul-03","Horror | Adventure","Atul Sabharwal | Rajnish Thakur | Abbas Tyrewala","Sameera Reddy | Antara Mali | Sohail Khan | Saif Ali Khan","Prawaal Raman","0",3
"152","David","01-Feb-13","0.69","2.41","3.75","3.75","tt2358412","#N/A",2013,"08-Feb-13","Action | Crime | Drama","Abhijeet Deshpande (dialogue & lyrics) | Bejoy Nambiar (screenplay) | Bejoy Nambiar (story) | Natasha Sahgal (screenplay)","'Chiyaan' Vikram | Neil Nitin Mukesh | Vinay Virmani | Tabu","Bejoy Nambiar","0",1
"153","De Dana Dan","27-11-2009","0N.A","21.37","34.31","48.01","tt1255951","#N/A",2009,"27-Nov-09","Comedy","Suresh Krishna (story) | Jay Master (dialogues) | Ashiesh Pandit (lyrics) | Priyadarshan (screenplay) | Sayeed Qadri (lyrics) | Neeraj Shridhar (lyrics)","Akshay Kumar | Sunil Shetty | Katrina Kaif | Sameera Reddy","Priyadarshan","0",4
"154","De Taali","20-Jun-08","1.5","4.83","7.26","8.49","tt1024839","#N/A",2008,"20-Jun-08","Comedy | Drama | Romance","Vishal Dadlani (lyrics) | Ruchika Roy (associate screenplay) | Abbas Tyrewala","Aftab Shivdasani | Ayesha Takia | Ritesh Deshmukh | Rimi Sen","Eeshwar Nivas","0",2
"155","Dedh Ishqiya","10-Jan-14","3","12","19.64","27.5","tt2675978","#N/A",2014,"10-Jan-14","Comedy | Drama | Romance","Vishal Bhardwaj (dialogue) | Vishal Bhardwaj (screenplay) | Abhishek Chaubey (screenplay) | Darab Farooqui (story)","Naseeruddin Shah | Madhuri Dixit | Arshad Warsi | Huma Qureshi","Abhishek Chaubey","1",2
"156","Deewaanapan","16-Nov-01","0.48","1.38","2.39","5.1","tt0301179","#N/A",2001,"16-Nov-01","Romance |Drama","Rajesh Singh (dialogue script)","Arjun Rampal | Dia Mirza | Vinod Khanna | Om Puri","Ashu Trikha","0",2
"157","Deewane Huye Paagal","25-11-2005","2.24","6.49","10","15.17","tt0444781","#N/A",2005,"25-Nov-05","Comedy | Romance","Kiran Kotrial (story) | Neeraj Vora (dialogue) | Abbas Hirapurwala (dialogue)","Akshay Kumar | Sunil Shetty | Shahid Kapoor | Rimi Sen","Vikram Bhatt","0",2
"158","Deewangee","25-Oct-02","0.68","2.05","3.87","11.44","tt0337971","#N/A",2002,"25-Oct-02","Crime | Thriller | Drama","Anees Bazmee","Ajay Devgn | Akshaye Khanna | Urmila Matondkar | Farida Jalal","Anees Bazmee","0",3
"159","Dehraadun Diary","04-Jan-13","N.A.","N.A.","0.33","0.35","tt2613942","#N/A",2013,"04-Jan-13","Thriller","Aseem Arora (screenplay) | Aseem Arora (script)","Rati Agnihotri | Neelima Azim | Rohit Bakshi | Vishal Bhosle","Milind Ukey","0",1
"160","Dekh Tamasha Dekh","18-Apr-14","N.A.","N.A.","0.15","0.18","tt3672618","#N/A",2014,"18-Apr-14","Comedy","Shafaat Khan","Satish Kaushik | Tanvi Azmi | Vinay Jain | Sharad Ponkshe","Feroz Abbas Khan","0",1
"161","Delhi-6","20-02-2009","4.77","15.43","22.2","30.7","tt1043451","#N/A",2009,"20-Feb-09","Comedy | Drama","Rakeysh Omprakash Mehra (story) | Prasoon Joshi (story) | Kamlesh Pandey (story)","Waheeda Rehman | Abhishek Bachchan | Sonam Kapoor | Rishi Kapoor","Rakeysh Omprakash Mehra","0",2
"162","Delhi Belly","01-07-2011","7.15","26.15","35.02","52","tt1934231","#N/A",2011,"01-Jul-11","Comedy | Crime | Drama","Akshat Verma","Imran Khan | Vir Das | Kunaal Roy Kapur | Shenaz Treasury","Abhinay Deo | Akshat Verma","0",6
"163","Delhi Safari","19-Oct-12","0N.A","0N.A","1.28","1.53","tt1172587","#N/A",2012,"07-Dec-12","Animation","Nikhil Advani (screenplay) | Nikhil Advani (story) | Rahul Awate (dialogue) | Girish Dhamija (dialogue) | Girish Dhamija (screenplay) | Suresh Nair (screenplay) | Milap Zaveri (dialogue)","Cary Elwes | Christopher Lloyd | Troy Baker | Tom Kenny","Nikhil Advani","0",1
"164","Department","18-May-12","0N.A","8.25","11.8","11.79","tt2186731","#N/A",2012,"18-May-12","Action","Nilesh Girkar (story)","Amitabh Bachchan | Rana Daggubati | Sanjay Dutt | Nathalia Kaur","Ram Gopal Varma","0",1
"165","Desi Boyz","25-11-2011","8","25.5","35.27","42.4","tt1985981","#N/A",2011,"25-Nov-11","Comedy | Drama","Rohit Dhawan (screenplay) | Rohit Dhawan (story) | Renuka Kunzru (dialogue) | Milap Zaveri (additional screenplay)","Bruna Abdullah | John Abraham | Shekhar Bassi | Peter Brown","Rohit Dhawan","0",2
"166","Desi Kattey","26-Sep-14","0.55","1.75","2.92","2.98","tt3877652","#N/A",2014,"12-Sep-14","Action","Aaryaan Saxena (screenplay)","Rajesh Bakshi | Jay Bhanushali | Claudia Ciesla | Akhil Kapur","Anand Kumar","0",1
