Column1,�..Movie.Name,Release.Date,Opening.Day,Opening.Weekend,End.of.Week.1,Lifetime..India.Only..Net.Collection.Crores.in.Release.Year.,�..imdbId,releaseYear,releaseDate,genre,writers,actors,directors,sequel,FirstWeekIMDBRating
646,Traffic Signal,02-Feb-07,1.04,3.52,5.45,8.48,tt0819810,2007,02-Feb-07,Drama,Madhur Bhandarkar (dialogue) | Madhur Bhandarkar (screenplay) | Madhur Bhandarkar (story) | Nishant A Bhuse (story) | Sachin Yardi (dialogue) | Sachin Yardi (screenplay) | Sachin Yardi (story),Kunal Khemu | Neetu Chandra | Upendra Limaye | Ranvir Shorey,Madhur Bhandarkar,0,4
107,Bombay Talkies,03-May-13,1.3,5.05,7.5,8.49,tt2797242,2013,03-May-13,Drama,N/A,Rani Mukerji | Randeep Hooda | Saqib Saleem | Nawazuddin Siddiqui,Zoya Akhtar | Dibakar Banerjee | Karan Johar | Anurag Kashyap,0,2
156,De Taali,20-Jun-08,1.5,4.83,7.26,8.49,tt1024839,2008,20-Jun-08,Comedy | Drama | Romance,Vishal Dadlani (lyrics) | Ruchika Roy (associate screenplay) | Abbas Tyrewala,Aftab Shivdasani | Ayesha Takia | Ritesh Deshmukh | Rimi Sen,Eeshwar Nivas,0,2
46,Aksar,03-Feb-06,0.95,2.85,4.64,8.58,tt0476729,2006,03-Feb-06,Drama | Romance,Anant Mahadevan (story),Rajat Bedi | Till DilumiÃ¨re | Udita Goswami | Hendrik Greis,Anant Mahadevan,0,5
31,Ab Tak Chhappan,27-Feb-04,0.68,0.22,3.76,8.68,tt0402014,2004,27-Feb-04,Crime | Drama | Thriller,Sandeep Srivastava (dialogue) | Sandeep Srivastava (screenplay),Nana Patekar | Revathy | Yashpal Sharma | Mohan Agashe,Shimit Amin,0,5
183,Dil Hai Tumhaara,06-09-2002,0.76,2.34,4.11,8.69,tt0328998,2002,06-Sep-02,Drama | Family | Romance,Rajkumar Santoshi (screenplay) | Rajkumar Santoshi (story) | Kundan Shah (screenplay) | Subrat Sinha (dialogue),Arjun Rampal | Preity Zinta | Mahima Chaudhry | Jimmy Shergill,Kundan Shah,0,3
184,Dil Hai Tumhaara,06-Sep-02,0.76,2.34,4.11,8.69,tt0328998,2002,06-Sep-02,Drama | Family | Romance,Rajkumar Santoshi (screenplay) | Rajkumar Santoshi (story) | Kundan Shah (screenplay) | Subrat Sinha (dialogue),Arjun Rampal | Preity Zinta | Mahima Chaudhry | Jimmy Shergill,Kundan Shah,0,3
27,Aatma,22-Mar-13,1.0536,2.3642784,5.7948,8.78,tt2389974,2013,22-Mar-13,Drama | Horror | Thriller,Sudarshana Dwivedi (dialogue) | Suparn Verma (dialogue) | Suparn Verma (story) | Suparn Verma,Jaideep Ahlawat | Bipasha Basu | Padam Bhola | Darshan Jariwala,Suparn Verma,0,2
250,Haan Maine Bhi Pyaar Kiya,15-Feb-02,0.96,2.81,4.56,8.93,tt0308347,2002,15-Feb-02,Musical | Romance,Dharmesh Darshan (dialogue) | Dharmesh Darshan (screenplay) | Naseem Mukri (dialogue) | Raj Sinha (dialogue) | Raj Sinha (screenplay) | Raj Sinha (story),Akshay Kumar | Karisma Kapoor | Abhishek Bachchan | Kader Khan,Dharmesh Darshan,0,2
251,Haan Maine Bhi Pyaar Kiya,15-02-2002,0.96,2.81,4.56,8.93,tt0308347,2002,15-Feb-02,Musical | Romance,Dharmesh Darshan (dialogue) | Dharmesh Darshan (screenplay) | Naseem Mukri (dialogue) | Raj Sinha (dialogue) | Raj Sinha (screenplay) | Raj Sinha (story),Akshay Kumar | Karisma Kapoor | Abhishek Bachchan | Kader Khan,Dharmesh Darshan,0,2
195,Drona,02-Oct-08,1.79,4,7.67,8.97,tt1060249,2008,02-Oct-08,Action | Adventure | Drama,Goldie Behl | Rohini Killough (screenplay) | Vaibhav Modi (lyrics) | Jaydeep Sarkar (screenplay),Jayshree Arora | Veer Arya | Abhishek Bachchan | Jaya Bhaduri,Goldie Behl,0,1
88,Bheja Fry,13-Apr-07,0.27,1.22,2.41,8.98,tt1014672,2007,13-Apr-07,Comedy | Drama,Sagar Ballary (screenplay) | Arpita Chatterjee | Sharat Katariya (dialogue),Vinay Pathak | Rajat Kapoor | Sarika | Milind Soman,Sagar Ballary,0,6
521,Pyaar Ka Punchnama,20-05-2011,0.92,3.25,5.56,9,tt1926313,2011,20-May-11,Comedy | Drama | Romance,Luv Ranjan | Sumit Saxena (additional dialogue) | Sumit Saxena (additional screenplay writer) | Vaibhav Suman (additional dialogue) | Vaibhav Suman (additional screenplay writer),Raayo S. Bakhirta | Nushrat Bharucha | Padam Bhola | Sonalli Sehgal,Luv Ranjan,0,4
411,Luv Shuv Tey Chicken Khurana,02-Nov-12,1.25,5.75,7.8,9,tt2186933,2012,02-Nov-12,Comedy,Sumit Batheja | Sameer Sharma,Kunal Kapoor | Huma Qureshi | Vinod Nagpal | Rajesh Sharma,Sameer Sharma,0,2
100,Blood Money,30-Mar-12,1.84,5.69,9,9.05,tt2246595,2012,30-Mar-12,Action | Drama | Thriller,Vishal Mahadkar (story) | Sanjay Masoom (additional dialogue) | Upendra Sidhaye,Manish Chaudhary | Kunal Khemu | Amrita Puri | Teeshay Shah,Vishal Mahadkar,0,2
325,Julie,23-Jul-04,1.08,3.07,5.03,9.17,tt0421277,2004,23-Jul-04,Drama,Nishikant Kamat (screenplay) | Sanjay Pawar (dialogue) | Deepak S. Shivdasani (story),Neha Dhupia | Priyanshu Chatterjee | Yash Tonk | Sanjay Kapoor,Deepak S. Shivdasani,0,5
649,Tum Mile,13-11-2009,1.1136,5.75,9.24,9.28,tt1522329,2009,13-Nov-09,Drama | Romance,Kumaar (lyrics) | Sayeed Qadri (lyrics) | Ankur Tewari,Mantra | Prerna Chawla | Emraan Hashmi | J. Brandon Hill,Kunal Deshmukh,0,1
320,Jodi Breakers,24-Feb-12,1.5,6,8.5,9.43,tt2191721,2012,02-Mar-12,Comedy | Musical | Romance,Ashwini Chaudhary | Sanyukta Shaikh Chawla,Bipasha Basu | Helen | Pradeep Kharab | Madhavan,Ashwini Chaudhary,0,2
298,Inkaar,18-Jan-13,1.75,6.35,9.5,9.5,tt2094854,2013,18-Jan-13,Drama | Romance,Sudhir Mishra,Arjun Rampal | Chitrangda Singh | Vipin Sharma | Mithun Rodwittiya,Sudhir Mishra,0,2
20,Aap Mujhe Achche Lagne Lage,19-04-2002,1.09,3.24,5.3,9.59,tt0247911,2002,19-Apr-02,Action | Drama | Romance,Robin Bhatt (story) | Girish Dhamija (dialogue) | Sanjeev Duggal (story),Hrithik Roshan | Ameesha Patel | Kiran Kumar | Mukesh Tiwari,Vikram Bhatt,0,2
21,Aap Mujhe Achche Lagne Lage,19-Apr-02,1.09,3.24,5.3,9.59,tt0247911,2002,19-Apr-02,Action | Drama | Romance,Robin Bhatt (story) | Girish Dhamija (dialogue) | Sanjeev Duggal (story),Hrithik Roshan | Ameesha Patel | Kiran Kumar | Mukesh Tiwari,Vikram Bhatt,0,2
220,Fida,20-Aug-04,1.6,4.52,6.8,9.71,tt0422236,2004,20-Aug-04,Adventure | Romance | Thriller,Lalit Mahajan (screenplay) | Sunny Mahajan (screenplay) | Kiran Kotrial (dialogue),Kareena Kapoor | Fardeen Khan | Shahid Kapoor | Kim Sharma,Ken Ghosh,0,2
508,Phoonk,22-Aug-08,1.35,4.37,6.64,9.8,tt1267500,2008,22-Aug-08,Drama | Horror | Mystery,Milind Gadagkar | Sandeep Nath (lyrics) | Prashant Pandey (lyrics),Sudeep | Amruta Khanvilkar | Ahsaas Channa | Ashwini Khalsekar,Ram Gopal Varma,0,6
680,Welcome to Sajjanpur,19-Sep-08,1.13,4.19,6.42,9.81,tt1221139,2008,19-Sep-08,Comedy | Drama,Ashok Mishra (screenplay) | Shyam Benegal (story),Shreyas Talpade | Amrita Rao | Ravi Kishan | Ila Arun,Shyam Benegal,0,4
534,Ragini MMS,12-05-2011,1.1844,3.28848,8.06,9.87,tt1890513,2011,13-May-11,Drama | Horror | Mystery,Vaspar Dandiwala (story) | Pawan Kripalani (story) | Virag Mishra (lyrics) | Agnel Roman (lyrics) | Mayank Tewaari (dialogue) | Mayank Tewaari (screenplay),Kainaz Motivala | Rajkummar Rao | Rajat Kaul | Janice,Pawan Kripalani,0,5
708,Zinda,12-Jan-06,1.3,3.63,5.92,10.17,tt0488906,2006,12-Jan-06,Action | Adventure | Drama,Vishal Dadlani (lyrics) | Sanjay Gupta (screenplay) | Anwar Maqsood (lyrics) | Virag Mishra (lyrics) | Suresh Nair (screenplay) | Kamlesh Pandey (dialogues),Sanjay Dutt | John Abraham | Lara Dutta | Celina Jaitly,Sanjay Gupta,0,2
578,Shaadi Se Pehle,04-Jun-06,1.52,4.53,6.92,10.2,tt0489560,2006,07-Apr-06,Comedy | Musical | Romance,Sanjay Chhel | Satish Kaushik (screenplay),Akshaye Khanna | Ayesha Takia | Mallika Sherawat | Sunil Shetty,Satish Kaushik,0,2
146,Corporate,07-Jul-06,1.17,3.69,5.89,10.32,tt0488381,2006,07-Jul-06,Drama,Madhur Bhandarkar (screenplay) | Ajay Monga (screenplay) | Sandeep Nath (lyrics) | Niranjan Patwardhan (additional screenplay) | Manoj Tyagi (screenplay),Bipasha Basu | Kay Kay Menon | Raj Babbar | Rajat Kapoor,Madhur Bhandarkar,0,4
24,Aashiq,26-Jan-01,0.9,2.39,4.37,10.34,tt0273406,2001,26-Jan-01,Action | Comedy | Drama,Rajeev Kaul,Bobby Deol | Rahul Dev | Dinesh Hingoo | Vrajesh Hirjee,Indra Kumar,0,3
548,Revolver Rani,25-Apr-14,1.5,6.5,8.45,10.34,tt3290688,2014,25-Apr-14,Action | Comedy | Crime,Sai Kabir,Kangana Ranaut | Vir Das | Zakir Hussain | Jami Jafry,Sai Kabir,0,2
345,Karzzzz,17-Oct-08,2.05,6.24,9.06,10.34,tt1156148,2008,17-Oct-08,Action | Drama | Musical,Shiraz Ahmed (screenplay) | Sameer (lyrics),Himesh Reshammiya | Urmila Matondkar | Shweta Kumar | Dino Morea,Satish Kaushik,0,1
565,Saheb Biwi Aur Gangster,30-09-2011,1.248,3.75,5.77,10.4,tt2073070,2011,23-Sep-11,Action | Crime | Drama,Sanjay Chauhan | Tigmanshu Dhulia,Randeep Hooda | Mahie Gill | Jimmy Shergill | Shreya Narayan,Tigmanshu Dhulia,0,3
263,Hawaa Hawaai,09-May-14,0.8,4.25,7.7,10.42,tt3501994,2014,09-May-14,Drama | Family | Sport,Amole Gupte,Mahesh Balraj | Bugs Bhargava | Hardik Bothra | Makrand Deshpande,Amole Gupte,0,2
1,1920,12-Sep-08,0.89,3.25,5.84,10.48,tt1301698,2008,12-Sep-08,Drama | Horror | Mystery,Vikram Bhatt (screenplay) | Vikram Bhatt (story) | Girish Dhamija (dialogue) | Dheeraj Rattan (screenplay) | Sameer (lyrics),Rajneesh Duggal | Adah Sharma | Anjori Alagh | Rajendranath Zutshi,Vikram Bhatt,0,4
89,Bheja Fry 2,17-06-2011,2.05,6.65,8.25,10.5,tt1939654,2011,17-Jun-11,Comedy | Drama,Sagar Ballary (screenplay) | Sharat Katariya (dialogue) | Sharat Katariya (screenplay),Vinay Pathak | Kay Kay Menon | Minissha Lamba | Rukhsar,Sagar Ballary,1,3
48,Albela,20-Apr-01,0.76,2.34,4.35,10.53,tt0118578,2001,20-Apr-01,Romance,Honey Irani (screenplay) | Honey Irani (story) | Javed Siddiqui (dialogue),Govinda | Aishwarya Rai Bachchan | Jackie Shroff | Namrata Shirodkar,Deepak Sareen,0,2
651,Tumko Na Bhool Paayenge,22-02-2002,1.28,3.61,5.99,10.53,tt0310254,2002,24-Feb-02,Action | Drama | Mystery,Rumi Jaffery,Salman Khan | Sushmita Sen | Dia Mirza | Sharat Saxena,Pankaj Parashar,0,2
652,Tumko Na Bhool Paayenge,22-Feb-02,1.28,3.61,5.99,10.53,tt0310254,2002,24-Feb-02,Action | Drama | Mystery,Rumi Jaffery,Salman Khan | Sushmita Sen | Dia Mirza | Sharat Saxena,Pankaj Parashar,0,2
8,99,15-05-2009,0.76,2.97,4.56,10.78,tt1370429,2009,15-May-09,Comedy | Crime | Drama,Raj Nidimoru (story) | Krishna D.K. (story) | Sita Menon (story) | Chintan Gandhi (Hindi dialogue) | Raja Sen (Hindi dialogue) | Sita Menon (Hindi dialogue) | Shabbir Ahmed (lyrics) | Vaibhav Modi (lyrics),Kunal Khemu | Boman Irani | Soha Ali Khan | Cyrus Broacha,Krishna D.K. | Raj Nidimoru,0,4
615,Table No. 21,04-Jan-13,1.55,5.84,9.5,10.9,tt2229842,2013,04-Jan-13,Adventure | Thriller,Sheershak Anand (story) | Shantanu Ray Chhibber (story) | T. Rafael Cimino (novel) | Abhijeet Deshpande,Paresh Rawal | Rajeev Khandelwal | Tina Desai | Dhruv Ganesh,Aditya Datt,0,3
443,Milenge Milenge,09-07-2010,2.24,7.54,10.45,11,tt0443331,2010,09-Jul-10,Drama | Romance,Shiraz Ahmed (dialogue) | Shiraz Ahmed (story),Kareena Kapoor | Shahid Kapoor | Aarti Chhabria | Delnaaz Irani,Satish Kaushik,0,2
408,Love Story 2050,04-Jul-08,2.03,6.72,9.73,11.01,tt0490170,2008,04-Jul-08,Action | Adventure | Drama,Harry Baweja (story) | Bhavani Iyer (additional screenplay) | Mayur Puri (dialogue) | Karan Razdan (additional screenplay) | Prem Soni (additional screenplay) | Suparn Verma (additional screenplay),Harman Baweja | Priyanka Chopra | Boman Irani | Archana Puran Singh,Harry Baweja,0,1
586,Shirin Farhad Ki Toh Nikal Padi,24-Aug-12,1.6,6.4,9.65,11.25,tt2187972,2012,24-Aug-12,Romance,Sanjay Leela Bhansali | Vibhu Puri (additional screenplay),Kavin Dave | Kurush Deboo | Boman Irani | Daisy Irani,Bela Segal,0,2
217,Farz,12-Jan-01,1.07,3.08,5.43,11.27,tt0272607,2001,12-Jan-01,Action,N/A,Sunny Deol | Preity Zinta | Jackie Shroff | Om Puri,Raj Kanwar,0,4
160,Deewangee,25-10-2002,0.68,2.05,3.87,11.44,tt0337971,2002,25-Oct-02,Crime | Thriller | Drama,Anees Bazmee,Ajay Devgn | Akshaye Khanna | Urmila Matondkar | Farida Jalal,Anees Bazmee,0,3
161,Deewangee,25-Oct-02,0.68,2.05,3.87,11.44,tt0337971,2002,25-Oct-02,Crime | Thriller | Drama,Anees Bazmee,Ajay Devgn | Akshaye Khanna | Urmila Matondkar | Farida Jalal,Anees Bazmee,0,3
333,Kabul Express,15-Dec-06,1.49,4.87,7.21,11.7,tt0770214,2006,15-Dec-06,Action | Comedy | Drama,Kabir Khan | Sandeep Srivastava (additional dialogue),John Abraham | Arshad Warsi | Salman Shahid | Hanif Hum Ghum,Kabir Khan,0,2
103,Bobby Jasoos,04-Jul-14,1.79,7.68,10.83,11.74,tt3359290,2014,04-Jul-14,Comedy | Drama | Thriller,Sanyukta Shaikh Chawla (screen play & dialogue by),Vidya Balan | Ali Fazal | Mahima A | Abhishek C,Samar Shaikh,0,2
167,Department,18-May-12,1.4148,8.25,11.8,11.79,tt2186731,2012,18-May-12,Action,Nilesh Girkar (story),Amitabh Bachchan | Rana Daggubati | Sanjay Dutt | Nathalia Kaur,Ram Gopal Varma,0,1
523,Pyare Mohan,21-Apr-06,1.89,5.72,8.48,11.8,tt0461323,2006,21-Apr-06,Comedy | Drama | Romance,Milap Zaveri (story) | Tushar Hiranandani (story) | Milap Zaveri (screenplay) | Tushar Hiranandani (screenplay) | Milap Zaveri (dialogue),Fardeen Khan | Vivek Oberoi | Esha Deol | Amrita Rao,Indra Kumar | Kookie V. Gulati,0,2
457,Musafir,10-Dec-04,1.7,5,7.76,11.82,tt0430381,2004,10-Dec-04,Action | Crime | Drama,Sanjay Gupta | Sameer Malhotra | Milap Zaveri (dialogue),Anil Kapoor | Sameera Reddy | Aditya Pancholi | Mahesh Manjrekar,Sanjay Gupta,0,2
698,Yeh Saali Zindagi,04-02-2011,1.15,4.6,7.5,12.1,tt1754920,2011,04-Feb-11,Crime | Drama | Thriller,Manu Rishi Chadha (dialogues) | Swanand Kirkire (lyrics) | Sudhir Mishra (dialogues) | Sudhir Mishra (story),Irrfan Khan | Chitrangda Singh | Arunoday Singh | Aditi Rao Hydari,Sudhir Mishra,0,3
265,Hello,10-Oct-08,1.97,6.27,9.7,12.11,tt1087856,2008,10-Oct-08,Drama | Romance,Atul Agnihotri (screenplay) | Chetan Bhagat (additional dialogue) | Chetan Bhagat (book) | Jalees Sherwani (lyrics) | Alok Upadhyay (additional dialogue),Bharati Achrekar | Amrita Arora | Sharman Joshi | Katrina Kaif,Atul Agnihotri,0,2
224,Fugly,13-Jun-14,2.95,9.34,11.57,12.28,tt3683702,2014,13-Jun-14,Drama | Thriller,Rahul Handa (story),Jimmy Shergill | Mohit Marwah | Kiara Advani | Vijender Singh,Kabir Sadanand,0,2
239,God Tussi Great Ho,15-Aug-08,2.43,6.42,9.85,12.51,tt0476550,2008,15-Aug-08,Comedy | Drama | Romance,Rumi Jaffery (screenplay) | Yunus Sajawal (story),Amitabh Bachchan | Salman Khan | Priyanka Chopra | Anupam Kher,Rumi Jaffery,0,2
438,Mere Dad Ki Maruti,15-Mar-13,1.03,4.59,8.09,12.54,tt2323964,2013,15-Mar-13,Comedy,Ashima Chibber (screenplay) | Pooja Desai (screenplay) | Ishita Moitra (dialogue) | Neeraj Udhwani (screenplay) | Neeraj Udhwani (story),Saqib Saleem | Rhea Chakraborty | Ram Kapoor | Prabal Panjabi,Ashima Chibber,0,3
270,Heroes,24-Oct-08,2.09,6.78,10.38,12.63,tt1114725,2008,24-Oct-08,Action | Adventure | Comedy,Aseem Arora (story) | Samir Karnik (screenplay) | Aseem Arora (screenplay) | Samir Karnik (dialogue) | Aseem Arora (dialogue),Sohail Khan | Vatsal Seth | Amrita Arora | Riya Sen,Samir Karnik,0,2
230,Gangster,28-Apr-06,1.07,3.47,5.82,12.67,tt0495032,2006,28-Apr-06,Crime | Drama | Mystery,Mahesh Bhatt (story) | Girish Dhamija (dialogue) | Anurag Basu (screenplay),Kangana Ranaut | Shiney Ahuja | Emraan Hashmi | Gulshan Grover,Anurag Basu,0,5
471,Naqaab,13-Jul-07,2.31,7.1,10.26,12.69,tt1020978,2007,13-Jul-07,Crime | Drama | Romance,Shiraz Ahmed (screenplay) | Shiraz Ahmed (story) | Jitendra Parmar (dialogue) | Anurag Prapanna (dialogue) | Sameer (lyrics),Bobby Deol | Akshaye Khanna | Urvashi Sharma | Vikas Kalantri,Abbas Alibhai Burmawalla | Mastan Alibhai Burmawalla,0,1
253,Halla Bol,11-Jan-08,1.87,6.28,9.27,12.75,tt0892874,2008,11-Jan-08,Action | Crime | Drama,Ranjit Kapoor (dialogues) | Dushyant Kumar (lyrics) | Sameer (lyrics) | Rajkumar Santoshi (dialogues) | Rajkumar Santoshi (story),Ajay Devgn | Vidya Balan | Pankaj Kapur | Darshan Jariwala,Rajkumar Santoshi,0,2
495,Paheli,24-06-2005,2.02,5.76,8.75,12.85,tt0451850,2005,24-Jun-05,Fantasy | Romance,Vijayadan Detha (novel) | Vijayadan Detha (story) | Sandhya Gokhale (dialogue) | Sandhya Gokhale (screenplay) | Amol Palekar (story),Shah Rukh Khan | Anupam Kher | Rani Mukerji | Amitabh Bachchan,Amol Palekar,0,3
412,Maa Tujhhe Salaam,25-Jan-02,1.71,4.9,7.72,13.32,tt0307116,2002,25-Jan-02,Action | Drama,Ravi Shankar Jaiswal (additional dialogue) | Tinnu Verma (story),Sunny Deol | Tabu | Arbaaz Khan | Tinnu Verma,Tinnu Verma,0,3
413,Maa Tujhhe Salaam,25-01-2002,1.71,4.9,7.72,13.32,tt0307116,2002,25-Jan-02,Action | Drama,Ravi Shankar Jaiswal (additional dialogue) | Tinnu Verma (story),Sunny Deol | Tabu | Arbaaz Khan | Tinnu Verma,Tinnu Verma,0,3
285,Hum Tumhare Hain Sanam,24-05-2002,1.42,4.14,6.84,13.52,tt0222024,2002,24-May-02,Drama | Romance,K.S. Adiyaman | Arun Kumar (assistant dialogue) | Ashok Mehta (assistant dialogue) | Reema Rakesh Nath (dialogue),Shah Rukh Khan | Madhuri Dixit | Salman Khan | Atul Agnihotri,K.S. Adiyaman,0,4
286,Hum Tumhare Hain Sanam,24-May-02,1.42,4.14,6.84,13.52,tt0222024,2002,24-May-02,Drama | Romance,K.S. Adiyaman | Arun Kumar (assistant dialogue) | Ashok Mehta (assistant dialogue) | Reema Rakesh Nath (dialogue),Shah Rukh Khan | Madhuri Dixit | Salman Khan | Atul Agnihotri,K.S. Adiyaman,0,4
260,Hate Story,20-Apr-12,2.1,6.6,11,13.55,tt2309987,2012,20-Apr-12,Thriller,Vikram Bhatt | Rohit Malhotra (dialogue),Paoli Dam | Nikhil Dwivedi | Gulshan Devaiah | Saurabh Dubey,Vivek Agnihotri,0,4
14,Aakrosh,15-10-2010,1.6368,7.73,12.35,13.64,tt1708453,2010,15-Oct-10,Action | Crime | Drama,Robin Bhatt (story) | Aditya Dhar (dialogues) | Irshad Kamil (lyrics) | Akash Khurana (story),Ajay Devgn | Akshaye Khanna | Bipasha Basu | Jaideep Ahlawat,Priyadarshan,0,1
138,Chup Chup Ke,09-Jun-06,1.28,4.18,7.08,13.75,tt0464160,2006,09-Jun-06,Comedy | Drama | Romance,Priyadarshan (story) | Neeraj Vora (dialogue),Kareena Kapoor | Shahid Kapoor | Paresh Rawal | Neha Dhupia,Priyadarshan | Kookie V. Gulati,0,4
143,Company,12-04-2002,1.18,3.47,6.01,13.83,tt0296574,2002,15-Apr-02,Action | Crime | Thriller,Jaideep Sahni,Ajay Devgn | Mohanlal | Manisha Koirala | Seema Biswas,Ram Gopal Varma,0,4
144,Company,12-Apr-02,1.18,3.47,6.01,13.83,tt0296574,2002,15-Apr-02,Action | Crime | Thriller,Jaideep Sahni,Ajay Devgn | Mohanlal | Manisha Koirala | Seema Biswas,Ram Gopal Varma,0,4
175,Dhan Dhana Dhan Goal,23-Nov-07,2.05,6.43,9.55,13.87,tt1120897,2007,23-Nov-07,Sport,Anurag Kashyap (dialogue) | Rohit Malhotra (story) | Vikramaditya Motwane (screenplay),John Abraham | Arshad Warsi | Bipasha Basu | Boman Irani,Vivek Agnihotri,0,2
84,Bewakoofiyaan,14-Mar-14,2.23,7.31,12.77,14.01,tt3483646,2014,14-Mar-14,Comedy | Drama | Romance,Habib Faisal,Ayushmann Khurrana | Sonam Kapoor | Rishi Kapoor | Swedha Singh,Nupur Asthana,0,2
13,Aaja Nachle,30-Nov-07,1.85,6.16,9.03,14.07,tt0986213,2007,30-Nov-07,Drama | Musical,Aditya Chopra (story) | Jaideep Sahni (screenplay),Madhuri Dixit | Darshan Jariwala | Raghuvir Yadav | Divya Dutta,Anil Mehta,0,2
707,Zid,28-Nov-14,2.82,8.68,14.08,14.08,tt4228746,2014,28-Nov-14,Thriller,Vivek Agnihotri | Rohit Malhotra,Shradha Das | Mohan Kapoor | Mannara | Karanvir Sharma,Rohit Malhotra | Anubhav Sinha,0,2
701,Yuva,21-May-04,1.61,4.96,8.13,14.25,tt0382383,2004,22-May-04,Action | Adventure | Crime,Anurag Kashyap (dialogue) | Mani Ratnam (screenplay),Ajay Devgn | Abhishek Bachchan | Rani Mukerji | Vivek Oberoi,Mani Ratnam,0,3
61,Apna Sapna Money Money,10-Nov-06,1.94,5.7,8.83,14.4,tt0493437,2006,10-Nov-06,Comedy | Musical | Romance,Sangeeth Sivan (story),Bobby Darling | Ritesh Deshmukh | Avtar Gill | Vrajesh Hirjee,Sangeeth Sivan,0,5
243,Gulaab Gang,07-Mar-14,2.41,8.84,12.54,14.58,tt2573750,2014,07-Mar-14,Action | Drama,Soumik Sen (story) | Amitosh Nagpal (dialogue) | Soumik Sen (dialogue),Madhuri Dixit | Juhi Chawla | Divya Jagdale | Priyanka Bose,Soumik Sen,0,2
454,Murder,02-Apr-04,1.03,2.95,5.27,15.01,tt0405507,2004,02-Apr-04,Drama | Thriller,Anurag Basu | Subodh Chopra (dialogue),Mallika Sherawat | Ashmit Patel | Emraan Hashmi | Kashmira Shah,Anurag Basu,0,7
159,Deewane Huye Paagal,25-11-2005,2.24,6.49,10,15.17,tt0444781,2005,25-Nov-05,Comedy | Romance,Kiran Kotrial (story) | Neeraj Vora (dialogue) | Abbas Hirapurwala (dialogue),Akshay Kumar | Sunil Shetty | Shahid Kapoor | Rimi Sen,Vikram Bhatt,0,2
704,Zanjeer,06-Sep-13,3.58,10.16,15.19,15.19,tt2357489,2013,06-Sep-13,Action,Salim Khan (original story) | Javed Akhtar (original story) | Apoorva Lakhia (story) | Chintan Gandhi (dialogue) | Suresh Nair (screenplay),Ram Charan | Priyanka Chopra | Sanjay Dutt | Prakash Raj,Apoorva Lakhia,0,1
562,Saathiya,20-12-2002,0.53,1.79,3.78,15.26,tt0330843,2002,20-Dec-02,Drama | Romance,Mani Ratnam (story) | Gulzar (dialogue),Vivek Oberoi | Rani Mukerji | Tanuja | Satish Shah,Shaad Ali,0,5
563,Saathiya,20-Dec-02,0.53,1.79,3.78,15.26,tt0330843,2002,20-Dec-02,Drama | Romance,Mani Ratnam (story) | Gulzar (dialogue),Vivek Oberoi | Rani Mukerji | Tanuja | Satish Shah,Shaad Ali,0,5
171,Dev D,06-02-2009,1.34,5.34,8.47,15.3,tt1327035,2009,06-Feb-09,Comedy | Drama | Romance,Saratchandra Chatterjee (novel) | Abhay Deol (concept) | Vikramaditya Motwane | Anurag Kashyap,Abhay Deol | Mahie Gill | Kalki Koechlin | Dibyendu Bhattacharya,Anurag Kashyap,0,4
385,Kyaa Kool Hai Hum,06-05-2005,0.92,3.21,5.32,15.34,tt0456500,2005,06-May-05,Comedy | Mystery,Sachin Yardi (story) | Pankaj Trivedi (story),Tusshar Kapoor | Ritesh Deshmukh | Isha Koppikar | Neha Dhupia,Sangeeth Sivan,0,6
632,Tezz,27-Apr-12,3.5,11.08,14.9,15.42,tt1706317,2012,26-Apr-12,Action | Drama,Robin Bhatt | Aditya Dhar (dialogue writer),Anil Kapoor | Ajay Devgn | Mohanlal | Kangana Ranaut,Priyadarshan,0,1
40,Aitraaz,12-Nov-04,1.18,4.46,7.66,15.58,tt0418460,2004,12-Nov-04,Drama | Thriller,Shiraz Ahmed (screenplay) | Shiraz Ahmed (story) | Aadesh K. Arjun (dialogue) | Shyam Goel (screenplay) | Shyam Goel (story),Akshay Kumar | Kareena Kapoor | Priyanka Chopra | Amrish Puri,Abbas Alibhai Burmawalla | Mastan Alibhai Burmawalla,0,4
60,Apaharan,02-12-2005,1.9,5.63,8.9,15.66,tt0451631,2005,02-Dec-05,Action | Crime | Drama,Prakash Jha (dialogue) | Prakash Jha (screenplay) | Prakash Jha (story) | Shridhar Raghavan (screenplay) | Anjum Rajabali (script consultant) | Manoj Tyagi (screenplay),Ajay Devgn | Nana Patekar | Bipasha Basu | Ayub Khan,Prakash Jha,0,5
390,Lajja,31-Aug-01,1.34,3.92,7.16,15.87,tt0293342,2001,19-Sep-01,Drama | Musical | Crime,Ranjit Kapoor (dialogue) | Ashok Rawat (associate script) | Rajkumar Santoshi (dialogue) | Rajkumar Santoshi (screenplay) | Rajkumar Santoshi (story),Rekha | Anil Kapoor | Jackie Shroff | Madhuri Dixit,Rajkumar Santoshi,0,2
67,Awara Paagal Deewana,21-Jun-02,1.53,4.43,7.66,16.02,tt0319020,2002,21-Jun-02,Action | Comedy | Crime,Anand S. Vardhan (story) | Mangesh Kulkarni (story) | Anand S. Vardhan (screenplay) | Mangesh Kulkarni (screenplay) | Neeraj Vora (dialogue),Akshay Kumar | Sunil Shetty | Aftab Shivdasani | Preeti Jhangiani,Vikram Bhatt,0,4
